"rank_avg_quality","n","ret_0_1","t_0_1","ret_1_30","t_1_30","ret_2_30","t_2_30"
1,8648,1.04827273674091,10.2104412597296,0.298520160686242,1.85443590066141,0.193020250467775,1.26068130158644
0.75,7588,0.826730354922482,7.40856833591654,0.0211285852833742,0.132827556545793,-0.0283686158077211,-0.188582499827704
0.5,7262,0.800826499807972,7.31051889171334,0.20311239262681,1.28561230880299,0.139047363962122,0.953164619508649
0.25,7127,0.51471322405684,5.01406467859569,-0.0698700363072642,-0.432659594369609,-0.0994989046328301,-0.645487164017856
0,6943,0.042866911799899,0.393218825959469,-0.0115959790740132,-0.0766645120013651,0.0229644140854709,0.160873854387106
