="BB Statistics"
="",="(1)",=""
="",="mean",="sd"
="rank_lag_accuracy",="0.46",="0.36"
="rank_earn_persist",="0.45",="0.40"
="rank_cf_persist",="0.45",="0.40"
="rank_exp",="0.63",="0.41"
="actual_agree",="0.49",="0.36"
="rank_media",="0.58",="0.46"
="rank_following",="0.65",="0.34"
="rank_avg_quality",="0.49",="0.35"
